,item_id,timestamp,avg_high_price,avg_low_price,high_volume,low_volume
186,1603,1771431000,922,905,918,753
187,1605,1771431000,525,522,200,819
188,1607,1771431000,311,304,1624,651
189,1611,1771431000,301,288,2,1722
190,1613,1771431000,3754,3632,42,10
191,1615,1771431000,11111,11025,6,262
192,1617,1771431000,2822,2798,1205,1559
193,1631,1771431000,16489,16022,708,406
194,1635,1771431000,143,138,3,10
195,1637,1771431000,504,510,53,243
196,1641,1771431000,1110,1094,3,18
197,1643,1771431000,1988,1981,38,199
198,1645,1771431000,11771,11739,5,8
199,1654,1771431000,165,159,98,1774
200,1660,1771431000,1190,1174,940,506
201,1712,1771431000,12965,12469,10,10
202,1718,1771431000,520,503,17,1
203,1731,1771431000,2231,2137,6,7
204,1733,1771431000,28,31,55,37
205,1734,1771431000,7,7,39768,137
206,1739,1771431000,187,187,17,66
207,1741,1771431000,233,226,6,165
208,1745,1771431000,1949,1916,104,3
209,1749,1771431000,2483,2427,1,2281
210,1759,1771431000,57,58,292,27
211,1761,1771431000,156,152,114,12894
212,1763,1771431000,529,502,5,1
213,1765,1771431000,395,222,8,1
214,1767,1771431000,788,585,11,5
215,1775,1771431000,89,84,9558,1018
216,1779,1771431000,2,2,2000,7100
217,1785,1771431000,44,54,8,2
218,1823,1771431000,104,104,3,2
219,1887,1771431000,89,71,2,2
220,1891,1771431000,270,268,256,101
221,1897,1771431000,337,311,1,101
222,1917,1771431000,100,86,3,2
223,1925,1771431000,8,7,5004,2014
224,1927,1771431000,55,55,15,13000
225,1929,1771431000,39,34,7,6454
226,1937,1771431000,17,17,14201,8661
227,1939,1771431000,2,3,4836,3000
228,1942,1771431000,21,19,20,18
229,1949,1771431000,311,310,3,3
230,1957,1771431000,15,13,7,2069
231,1965,1771431000,24,21,8,10
232,1973,1771431000,40,40,2,19
233,1978,1771431000,100,81,2,6
234,1980,1771431000,5,4,1,5
235,1985,1771431000,54,52,8,5
236,1987,1771431000,97,95,16210,3633
237,1989,1771431000,10540,10943,12,35
238,1993,1771431000,4,4,2923,8234
239,2003,1771431000,78,71,13,148
240,2102,1771431000,100,100,1,1
241,2114,1771431000,190,185,250,4
242,2132,1771431000,33,33,135,1
243,2138,1771431000,23,23,2,10
244,2162,1771431000,509,647,5,4
245,2313,1771431000,85,59,9,852
246,2347,1771431000,107,101,7,8
247,2349,1771431000,73,72,3343,4511
248,2351,1771431000,183,180,401,1389
249,2353,1771431000,643,629,299,6683
250,2355,1771431000,106,106,196,182
251,2357,1771431000,101,100,19958,17611
252,2359,1771431000,1001,980,13455,620
253,2361,1771431000,2139,2130,4728,768
254,2363,1771431000,12400,12400,1781,2993
255,2428,1771431000,10,5,2000,3281
256,2434,1771431000,8407,8367,7963,829
257,2436,1771431000,3179,3165,1014,31
258,2440,1771431000,3936,3925,3405,76
259,2442,1771431000,3710,3707,5026,21
260,2444,1771431000,2553,2540,1023,156
261,2446,1771431000,236,213,16,1
262,2448,1771431000,2257,2143,6,31
263,2481,1771431000,2044,2044,58,1224
264,2487,1771431000,1742,1466,1,2
265,2493,1771431000,2164,1988,8,13
266,2495,1771431000,2998,2800,20,6
267,2497,1771431000,3439,3186,39,25
268,2499,1771431000,5052,5046,3,215
269,2501,1771431000,6125,6112,20,3
270,2503,1771431000,7240,7236,154,43
271,2507,1771431000,2844,2844,7000,2000
272,2552,1771431000,736,735,141,132
273,2568,1771431000,1200,1123,1,20
274,2641,1771431000,4360,4859,1,1
275,2643,1771431000,41263,40000,1,1
276,2890,1771431000,1349,581,2,1
277,2970,1771431000,375,351,1425,32
278,3002,1771431000,3240,3178,16002,715
279,3004,1771431000,8848,8790,2001,292
280,3024,1771431000,10704,10477,2922,1610
281,3040,1771431000,204,200,21,12
282,3049,1771431000,2726,2726,422,476
283,3051,1771431000,8172,8070,1009,247
284,3053,1771431000,9546,9400,10,2
285,3105,1771431000,602,600,2,13
286,3138,1771431000,54,54,100,939
287,3140,1771431000,339317,324847,2,2
288,3144,1771431000,524,500,1210,201
289,3202,1771431000,39420,37760,2,4
290,3204,1771431000,149505,149000,1,19
291,3211,1771431000,350,176,1,4
292,3239,1771431000,70,70,130,45
293,3325,1771431000,1014,1002,1,394
294,3448,1771431000,4991,4496,37,3
295,3751,1771431000,38551,38011,4,2
296,3833,1771431000,6676,6242,2,1
297,4087,1771431000,161178,160989,30,112
298,4089,1771431000,15355,13713,3,1
299,4091,1771431000,71141,71117,4,18
300,4093,1771431000,47267,47206,8,13
301,4129,1771431000,801,760,2,1
302,4131,1771431000,7240,7054,5,3
303,4151,1771431000,1288191,1281224,5,12
304,4153,1771431000,201294,200000,3,7
305,4164,1771431000,599,450,1,1
306,4548,1771431000,2726,1699,2,3
307,4585,1771431000,161146,161042,16,102
308,4587,1771431000,60300,59250,3,7
309,4675,1771431000,61613,60702,3,3
310,4694,1771431000,116,112,4000,797
311,4695,1771431000,115,103,20,8199
312,4696,1771431000,9,8,2840,159031
313,4698,1771431000,98,98,405,2000
314,4699,1771431000,27,26,62,82146
315,4708,1771431000,380773,368889,3,5
316,4710,1771431000,220327,206759,1,5
317,4712,1771431000,2220086,2161428,4,1
318,4714,1771431000,1747000,1710145,4,1
319,4728,1771431000,244612,235000,2,1
320,4730,1771431000,217189,210000,2,1
321,4732,1771431000,65108,63600,1,3
322,4736,1771431000,1369073,1355614,3,2
323,4738,1771431000,572679,551799,1,3
324,4759,1771431000,312518,311654,4,1
325,4819,1771431000,4,3,132,54
326,4823,1771431000,137,135,1274,20
327,4824,1771431000,832,810,32,40
328,5288,1771431000,1600,1569,78,141
329,5291,1771431000,20,15,10,10
330,5295,1771431000,24494,24138,816,172
331,5298,1771431000,750,697,120,153
332,5299,1771431000,1416,1380,136,21
333,5300,1771431000,50506,50450,46,352
334,5303,1771431000,1086,1000,45,8
335,5312,1771431000,82,81,22,9
336,5313,1771431000,123,110,160,8
337,5314,1771431000,4984,5020,57,72
338,5315,1771431000,31197,31118,18,188
339,5316,1771431000,99151,99433,4,74
340,5319,1771431000,7,5,640,3
341,5350,1771431000,13,6,11,2
342,5418,1771431000,1,1,12,20000
343,5500,1771431000,433,390,4,1
344,5502,1771431000,24100,24036,136,16
345,5521,1771431000,772,703,75,1
346,5667,1771431000,216,207,150,59
347,5698,1771431000,18917,18001,14,2
348,5755,1771431000,288,220,2,11
349,5935,1771431000,315,300,1200,202
350,5952,1771431000,4829,4762,3,90
351,5970,1771431000,62,60,6,252
352,5972,1771431000,1688,1629,1546,140
353,5974,1771431000,1889,1829,388,1982
354,6016,1771431000,2205,2202,144,537
355,6034,1771431000,32,20,7661,28
356,6289,1771431000,21,19,315,305
357,6332,1771431000,233,232,7972,26150
358,6333,1771431000,125,116,40,74
359,6562,1771431000,80000,62802,1,2
360,6568,1771431000,586161,564167,1,2
361,6585,1771431000,2338036,2292598,2,7
362,6685,1771431000,8231,8147,2264,294
363,6693,1771431000,5151,5085,309,38
364,6729,1771431000,14328,14173,516,336
365,6733,1771431000,3086559,3005933,3,4
366,6735,1771431000,63305,55192,1,5
367,6737,1771431000,3064693,3034394,9,5
368,6739,1771431000,90879,88079,6,1
369,7060,1771431000,1794,1734,16,44
370,7218,1771431000,835,788,1050,19
371,7329,1771431000,72,63,21,9
372,7360,1771431000,32321,31900,2,1
373,7416,1771431000,6257,6439,7,38
374,7418,1771431000,5800,5758,50,84
375,7946,1771431000,290,282,608,2818
376,8007,1771431000,642,632,1281,121
377,8008,1771431000,720,645,119,2
378,8010,1771431000,575,572,769,500
379,8011,1771431000,833,823,64,364
380,8013,1771431000,696,694,10096,650
381,8780,1771431000,880,865,2676,21
382,8782,1771431000,2060,2031,26668,2335
383,8784,1771431000,137990,136383,3,6
384,8790,1771431000,453,432,8,16
385,8792,1771431000,914,904,7,8
386,8794,1771431000,320,308,2,3
387,8921,1771431000,817887,789865,4,1
388,9075,1771431000,75,74,2075,7053
389,9143,1771431000,203,196,10931,972
390,9144,1771431000,145,144,5437,1732
391,9185,1771431000,9868,9190,16,9
392,9192,1771431000,177,169,6705,343
393,9194,1771431000,8446,8282,100,2024
394,9241,1771431000,24,24,1,1340
395,9244,1771431000,441,430,472,807
396,9381,1771431000,181,181,1390,41
397,9431,1771431000,9307,9307,2,6
398,9674,1771431000,6594,6265,1,1
399,9676,1771431000,6498,6000,1,1
400,9735,1771431000,38,35,2,300
401,10034,1771431000,1067,1040,5842,76
402,10069,1771431000,1306,1306,1,1
403,10326,1771431000,88,88,9,14
404,10496,1771431000,582,1000,11,5
405,10810,1771431000,550,502,61,30
406,10828,1771431000,50666,49303,3,13
407,10925,1771431000,18994,18316,1102,6
408,10973,1771431000,995,650,2,4
409,11092,1771431000,2019,2027,3,15
410,11113,1771431000,11845,11806,1,15
411,11118,1771431000,12500,12002,8,7
412,11212,1771431000,2494,2426,568,760
413,11230,1771431000,1367,1365,10154,100
414,11237,1771431000,2493,2487,4423,4777
415,11242,1771431000,2051,2040,1310,2
416,11248,1771431000,3329,3302,3015,843
417,11802,1771431000,8813299,8614836,1,2
418,11804,1771431000,20200000,20362125,3,3
419,11806,1771431000,27417862,27005034,3,6
420,11832,1771431000,27885921,27527986,9,4
421,11834,1771431000,18409422,18269568,7,6
422,11840,1771431000,326897,323524,5,8
423,11876,1771431000,60,60,2000,631
424,11889,1771431000,1721711,1682706,3,2
425,11920,1771431000,485114,479375,8,1
426,11936,1771431000,1490,1459,1808,373
427,11959,1771431000,2765,2714,3669,166
428,11972,1771431000,12502,12091,3,2
429,11978,1771431000,11196,11069,56,116
430,11980,1771431000,13471,13463,133,2
431,12002,1771431000,682377,662502,7,4
432,12004,1771431000,356255,347424,3,9
433,12203,1771431000,12898,7633,1,1
434,12404,1771431000,1086,1091,68,1
435,12405,1771431000,2017,2002,33,20
436,12409,1771431000,6373,5702,4,36
437,12410,1771431000,2116,2028,15,21
438,12490,1771431000,32383,32000,2,2
439,12508,1771431000,121937,106709,3,3
440,12510,1771431000,185898,175390,4,3
441,12522,1771431000,5245,5000,3,1
442,12623,1771431000,6450,2369,2,1
443,12624,1771431000,7620,3000,2,2
444,12625,1771431000,5287,5197,1650,97
445,12695,1771431000,15084,15011,49,412
446,12697,1771431000,11793,11787,10,52
447,12699,1771431000,7931,7922,5,124
448,12701,1771431000,3972,3951,30,16
449,12779,1771431000,1784,1560,81,10
450,12829,1771431000,59021,56053,3,1
451,12863,1771431000,779500,770373,2,2
452,12877,1771431000,4112215,4060350,2,4
453,12913,1771431000,9773,9527,78,9
454,12919,1771431000,2591,2300,40,23
455,12924,1771431000,10786712,10564149,4,3
456,12929,1771431000,3784444,3687136,2,6
457,12934,1771431000,182,179,65289,30069
458,12938,1771431000,13824,13453,81,55
459,13190,1771431000,13734376,13861058,37,13
460,13233,1771431000,2312984,2226112,2,2
461,13239,1771431000,22482896,22475792,2,1
462,13271,1771431000,2113573,2073040,3,1
463,13383,1771431000,2199,2175,20,9
464,13421,1771431000,9,9,56,2613
465,13441,1771431000,1999,1995,1564,7
466,13502,1771431000,1848,1822,21,1
467,13511,1771431000,3559,3470,895,4
468,13573,1771431000,606,606,83,3148
469,13576,1771431000,14149031,14198062,2,1
470,19547,1771431000,21824000,21357840,6,2
471,19553,1771431000,21765876,21305210,8,4
472,19578,1771431000,270,270,93,2588
473,19580,1771431000,474,472,8256,7826
474,19582,1771431000,832,807,950,1497
475,19621,1771431000,2549,2381,19,6
476,19629,1771431000,2900,2733,25,25
477,19669,1771431000,958,954,12,631
478,19924,1771431000,286879,272000,3,2
479,19927,1771431000,271153,267203,1,3
480,19936,1771431000,410945,406111,3,1
481,20220,1771431000,11921,8299,2,1
482,20235,1771431000,4082,7026,4,2
483,20238,1771431000,347,256,2,10
484,20520,1771431000,227931,215490,2,1
485,20849,1771431000,398,390,40,8
486,21012,1771431000,47000000,46793854,2,7
487,21018,1771431000,63253849,61750000,1,4
488,21021,1771431000,147146527,147157016,2,1
489,21047,1771431000,48477,46771,4,3
490,21177,1771431000,946,940,49,105
491,21301,1771431000,907833,895983,2,2
492,21304,1771431000,708563,699445,3,4
493,21326,1771431000,185,177,4000,17781
494,21350,1771431000,215,214,9935,2205
495,21477,1771431000,471,457,100,1
496,21486,1771431000,69,68,200,15
497,21488,1771431000,324,280,210,1
498,21555,1771431000,37,35,22242,388
499,21622,1771431000,89,88,625,244
500,21802,1771431000,808,807,132,1485
501,21817,1771431000,43017,42735,28,1571
502,21820,1771431000,176,174,46175,7424
503,21880,1771431000,300,295,1230,15177
504,21902,1771431000,784956,764660,5,4
505,21930,1771431000,2970,2969,1529,10175
506,21932,1771431000,3203,3107,1031,1
507,21944,1771431000,3287,3261,1903,140
508,21946,1771431000,3046,3042,33347,10478
509,21948,1771431000,2418,2368,200,1
510,22209,1771431000,24056,23806,307,20
511,22246,1771431000,4590478,4500000,2,1
512,22446,1771431000,11710,11499,239,1117
513,22461,1771431000,21980,21055,4,12
514,22486,1771431000,1554999997,1551245551,1,1
515,22542,1771431000,6443417,6268648,2,2
516,22557,1771431000,722186,703966,5,6
517,22879,1771431000,6098,5791,154,164
518,22951,1771431000,419875,402246,4,2
519,22975,1771431000,3437998,3377278,2,8
520,22978,1771431000,70563660,69632795,4,6
521,22983,1771431000,13851608,13650000,5,2
522,22994,1771431000,748810,744276,4,1
523,23037,1771431000,900,579,1,2
524,23300,1771431000,114622,110000,1,1
525,23528,1771431000,307247,290072,2,3
526,23685,1771431000,20244,19871,678,84
527,23709,1771431000,6482,6447,20,2
528,23733,1771431000,6006,5908,157,25
529,23959,1771431000,2138419,2138419,2,2
530,24229,1771431000,1234922,1200558,13,1
531,24251,1771431000,17567,17347,5,89
532,24268,1771431000,18470679,18463465,3,1
533,24589,1771431000,180,171,2767,2217
534,24592,1771431000,115,107,2020,651
535,24595,1771431000,80,78,40,360
536,24598,1771431000,2078,2004,852,257
537,24607,1771431000,283,278,2866,4619
538,24613,1771431000,70,64,343,519
539,24621,1771431000,87,87,11,372
540,24777,1771431000,6882802,6768828,4,4
541,25413,1771431000,86000,82250,1,2
542,25416,1771431000,161192,156213,6,5
543,25849,1771431000,240,231,10910,18560
544,25975,1771431000,5187447,5120172,4,3
545,25985,1771431000,4102727,3995642,1,3
546,26219,1771431000,24026626,23891695,1,7
547,26390,1771431000,109957,105707,420,16
548,27226,1771431000,15010957,14568215,4,3
549,27238,1771431000,90734581,90139137,2,1
550,27241,1771431000,62985105,62689519,2,1
551,27612,1771431000,76846651,75145907,2,2
552,27616,1771431000,20,19,20000,7811
553,27629,1771431000,6110,6071,7,181
554,27652,1771431000,14985661,14986729,1,1
555,27657,1771431000,6555927,6487694,3,1
556,27662,1771431000,5073474,4960339,2,1
557,27676,1771431000,5152680,5069092,3,2
558,27690,1771431000,39547798,39006990,1,2
559,28217,1771431000,2406742,2311242,3,2
560,28307,1771431000,132471926,129463470,5,1
561,28878,1771431000,297,295,3740,2000
562,28988,1771431000,380660,380663,2,1
563,28991,1771431000,185,176,9459,479
564,29022,1771431000,4989845,4916439,3,4
565,29025,1771431000,10621288,10373669,3,5
566,29028,1771431000,867088,845717,4,2
567,29084,1771431000,95487,91420,2,1
568,29090,1771431000,5284,5101,2,4
569,29110,1771431000,133,130,1000,9
570,29116,1771431000,440,407,10,107
571,29171,1771431000,3530,3400,1,1
572,29195,1771431000,2995,2950,20,8
573,29280,1771431000,16270,16053,4,2
574,29283,1771431000,33609,33002,4,3
575,29286,1771431000,15250,14288,5,4
576,29289,1771431000,15158,14496,2,7
577,29307,1771431000,7000,6138,40,18
578,29449,1771431000,15700,15363,57,12
579,29455,1771431000,53744,49318,1,1
580,29577,1771431000,6851998,6745818,2,3
581,29580,1771431000,38111180,37436102,6,4
582,29782,1771431000,24814,23922,112,27
583,29796,1771431000,53237913,52307143,2,3
584,29801,1771431000,62219223,61393743,3,2
585,29824,1771431000,18220,18100,654,12
586,30068,1771431000,1423,1366,1,1
587,30137,1771431000,49360,49000,25,2
588,30634,1771431000,6398092,6203232,2,4
589,30750,1771431000,94588025,94588025,1,3
590,30753,1771431000,98378540,96791438,2,4
591,30756,1771431000,99700000,97663149,1,3
592,30771,1771431000,375,362,24955,3230
593,30773,1771431000,2100,2094,90,432
594,30775,1771431000,40959,40385,1,7
595,30843,1771431000,792,784,25746,4767
596,31081,1771431000,568641,541000,1,1
597,31099,1771431000,118328,116767,1,7
598,31106,1771431000,102397678,101451593,2,1
599,31111,1771431000,410,401,16231,4958
600,31115,1771431000,69800453,69087129,1,6
601,31432,1771431000,3200,3195,28,107
602,31435,1771431000,4349,4195,48,6
603,31541,1771431000,25,25,19,14
604,31585,1771431000,1638230,1638230,2,1
605,31638,1771431000,11600,11500,118,17
606,31647,1771431000,3229,3190,1,1
607,31716,1771431000,500,451,2,4212
608,31906,1771431000,8,7,1400,199
609,31910,1771431000,161,160,11361,1088
610,31973,1771431000,1227,1151,13134,180
611,31979,1771431000,2143,2120,50,52
612,31989,1771431000,18969,17544,2,2
613,32008,1771431000,4100,4035,100,10
614,32307,1771431000,806,799,4045,1543
615,32336,1771431000,3385,3042,200,100
616,32352,1771431000,6520,6362,240,208
617,32889,1771431000,1374,1296,195,1
618,32892,1771431000,2500,2097,28,1
619,32910,1771431000,933,933,100,2500
620,2,1771431300,273,265,72538,33761
621,36,1771431300,374,374,1,1
622,66,1771431300,258,250,1147,56
623,72,1771431300,775,750,1,3
624,95,1771431300,224,216,206,16
625,99,1771431300,6200,6100,10553,2
626,139,1771431300,6204,6183,11,202
627,173,1771431300,655,561,35,10
628,203,1771431300,150,149,610,359
629,205,1771431300,469,469,41,290
630,207,1771431300,5521,5502,658,1588
631,209,1771431300,2264,2242,2,481
632,213,1771431300,2837,2777,55,4828
633,217,1771431300,2110,2110,207,359
634,219,1771431300,3717,3717,207,3106
635,223,1771431300,192,191,1747,283
636,225,1771431300,287,277,2805,767
637,227,1771431300,4,5,2252,5315
638,229,1771431300,2,2,402,286
639,231,1771431300,546,538,10700,3197
640,243,1771431300,15,15,50,2
641,245,1771431300,959,951,61,232
642,249,1771431300,309,292,2,4
643,251,1771431300,201,196,90,2
644,253,1771431300,198,199,3620,3709
645,255,1771431300,516,511,14,3
646,257,1771431300,5629,5626,363,587
647,259,1771431300,2177,2163,5,21
648,261,1771431300,2438,2416,1901,291
649,263,1771431300,2921,2908,2,240
650,267,1771431300,2073,2073,175,178
651,269,1771431300,3820,3769,2170,1040
652,314,1771431300,2,2,103390,49547
653,315,1771431300,26,26,5,210
654,321,1771431300,19,16,4141,662
655,329,1771431300,60,60,114,8
656,333,1771431300,36,35,316,610
657,335,1771431300,68,67,88,20
658,351,1771431300,185,179,92,212
659,361,1771431300,92,90,309,304
660,365,1771431300,103,102,31,236
661,371,1771431300,203,195,6001,65
662,373,1771431300,206,196,2316,114
663,377,1771431300,158,156,1174,1
664,379,1771431300,151,151,1349,400
665,383,1771431300,598,584,7430,9367
666,385,1771431300,845,838,4979,1553
667,391,1771431300,1688,1683,635,395
668,397,1771431300,1114,1115,1600,7383
669,401,1771431300,8,5,258,102
670,434,1771431300,89,88,60,26
671,436,1771431300,13,13,20,10
672,440,1771431300,83,82,3177,17998
673,442,1771431300,57,55,10,5723
674,444,1771431300,130,126,30382,19909
675,447,1771431300,121,124,1622,669
676,449,1771431300,597,588,384,13100
677,451,1771431300,10208,10208,500,5425
678,453,1771431300,173,168,27902,63496
679,464,1771431300,268,252,19,1
680,526,1771431300,34,30,1172,6
681,532,1771431300,320,313,74,3147
682,534,1771431300,623,617,530,789
683,536,1771431300,2176,2148,12926,2101
684,554,1771431300,4,4,3335807,2020140
685,555,1771431300,5,4,97009,2000
686,556,1771431300,5,5,1459125,2381731
687,558,1771431300,4,4,1800,11887
688,560,1771431300,169,165,68863,34423
689,562,1771431300,82,80,147225,35193
690,563,1771431300,120,118,10630,11652
691,564,1771431300,97,96,7064,647
692,565,1771431300,240,237,182306,25457
693,566,1771431300,393,386,42266,14612
694,567,1771431300,52,53,1156,174
695,571,1771431300,798,792,142,1154
696,573,1771431300,1200,1191,2320,1603
697,590,1771431300,86,81,9,2
698,810,1771431300,44,39,37000,7033
699,820,1771431300,48,48,7000,500
700,822,1771431300,116,111,4171,9046
701,824,1771431300,1248,1204,1,1970
702,841,1771431300,66,56,1,1
703,845,1771431300,53,53,271,548
704,847,1771431300,191,165,10,293
705,855,1771431300,493,484,3738,57
706,859,1771431300,1212,1200,323,253
707,861,1771431300,840,832,2,14
708,884,1771431300,9,8,1000,690
709,886,1771431300,14,12,346,602
710,888,1771431300,15,15,3440,9256
711,890,1771431300,55,55,1041,984
712,892,1771431300,86,81,38373,5102
713,954,1771431300,60,57,134,9
714,960,1771431300,149,143,451,118
715,970,1771431300,115,115,203,1
716,991,1771431300,12000,31000,91,180
717,1011,1771431300,248,150,2,1
